Dataset,Oversampler,Classifier,Metric,Mean,Std,CI_Lower,CI_Upper,N_folds,Scores
WineSklearn,SMOTETomek,BalancedRF,precision,0.9846153846153847,0.03076923076923075,0.9538461538461538,1.0,5,"[1.0, 0.9230769230769231, 1.0, 1.0, 1.0]"
WineSklearn,SMOTETomek,BalancedRF,recall,0.9833333333333332,0.03333333333333335,0.95,1.0,5,"[1.0, 1.0, 1.0, 0.9166666666666666, 1.0]"
WineSklearn,SMOTETomek,BalancedRF,balanced_accuracy,0.9875,0.016666666666666684,0.9708333333333332,1.0,5,"[1.0, 0.9791666666666667, 1.0, 0.9583333333333333, 1.0]"
WineSklearn,SMOTETomek,BalancedRF,kappa,0.9748161001923876,0.03086337092416286,0.9489380964955298,1.0,5,"[1.0, 0.9387755102040817, 1.0, 0.9353049907578558, 1.0]"
WineSklearn,SMOTETomek,BalancedRF,mcc,0.975561686611892,0.029948572294553836,0.9504690825852917,1.0,5,"[1.0, 0.9405399431259603, 1.0, 0.9372684899334994, 1.0]"
WineSklearn,SMOTETomek,BalancedRF,training_time,0.1718290328979492,0.0029361867294099833,,,5,"[0.16734981536865234, 0.17074990272521973, 0.17222285270690918, 0.1723635196685791, 0.17645907402038574]"
WineSklearn,SMOTETomek,MLP,f1,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTETomek,MLP,roc_auc,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTETomek,MLP,precision,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTETomek,MLP,recall,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTETomek,MLP,balanced_accuracy,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTETomek,MLP,kappa,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTETomek,MLP,mcc,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTETomek,MLP,training_time,0.14307060241699218,0.0015640359869490774,,,5,"[0.1406095027923584, 0.14406347274780273, 0.1425633430480957, 0.1452789306640625, 0.1428377628326416]"
WineSklearn,SMOTEENN,RandomForest,f1,0.9746086956521738,0.020770780698203286,0.9572173913043478,0.992,5,"[1.0, 0.96, 0.9565217391304348, 0.9565217391304348, 1.0]"
WineSklearn,SMOTEENN,RandomForest,roc_auc,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,RandomForest,precision,0.9846153846153847,0.03076923076923075,0.9538461538461538,1.0,5,"[1.0, 0.9230769230769231, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,RandomForest,recall,0.9666666666666666,0.04082482904638632,0.9333333333333332,1.0,5,"[1.0, 1.0, 0.9166666666666666, 0.9166666666666666, 1.0]"
WineSklearn,SMOTEENN,RandomForest,balanced_accuracy,0.9791666666666666,0.018633899812498283,0.9624999999999998,0.9917708333333334,5,"[1.0, 0.9791666666666667, 0.9583333333333333, 0.9583333333333333, 1.0]"
WineSklearn,SMOTEENN,RandomForest,kappa,0.9620501427455789,0.031006985605827972,0.9363451834503416,0.9877551020408163,5,"[1.0, 0.9387755102040817, 0.9361702127659575, 0.9353049907578558, 1.0]"
WineSklearn,SMOTEENN,RandomForest,mcc,0.963178317004829,0.030084065869929857,0.9384075044805474,0.9881079886251921,5,"[1.0, 0.9405399431259603, 0.938083151964686, 0.9372684899334994, 1.0]"
WineSklearn,SMOTEENN,RandomForest,training_time,0.1696774482727051,0.003970351287758419,,,5,"[0.17112946510314941, 0.16637659072875977, 0.17593884468078613, 0.17037582397460938, 0.1645665168762207]"
WineSklearn,SMOTEENN,LogisticRegression,f1,0.9686153846153847,0.028955791645584213,0.9452307692307691,0.992,5,"[1.0, 0.9230769230769231, 0.96, 0.96, 1.0]"
WineSklearn,SMOTEENN,LogisticRegression,roc_auc,0.9957125603864734,0.005768093689014258,0.9899154589371981,1.0,5,"[1.0, 0.9930555555555556, 1.0, 0.9855072463768116, 1.0]"
WineSklearn,SMOTEENN,LogisticRegression,precision,0.9406593406593406,0.054103444505895264,0.8967032967032967,0.9846153846153847,5,"[1.0, 0.8571428571428571, 0.9230769230769231, 0.9230769230769231, 1.0]"
WineSklearn,SMOTEENN,LogisticRegression,recall,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,LogisticRegression,balanced_accuracy,0.9831521739130433,0.0156427776412485,0.9706521739130434,0.9958333333333333,5,"[1.0, 0.9583333333333333, 0.9791666666666667, 0.9782608695652174, 1.0]"
WineSklearn,SMOTEENN,LogisticRegression,kappa,0.9513217095008517,0.04508944349289384,0.9148883169608875,0.9877551020408163,5,"[1.0, 0.88, 0.9387755102040817, 0.9378330373001776, 1.0]"
WineSklearn,SMOTEENN,LogisticRegression,mcc,0.9533191494015025,0.04286213028853934,0.9181217246958224,0.9881079886251921,5,"[1.0, 0.8864052604279183, 0.9405399431259603, 0.9396505434536336, 1.0]"
WineSklearn,SMOTEENN,LogisticRegression,training_time,0.017760181427001955,0.0006135357298980261,,,5,"[0.017644166946411133, 0.018482685089111328, 0.01822662353515625, 0.017749786376953125, 0.01669764518737793]"
WineSklearn,SMOTEENN,SVM,f1,0.992,0.016000000000000014,0.976,1.0,5,"[0.96, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,SVM,roc_auc,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,SVM,precision,0.9846153846153847,0.03076923076923075,0.9538461538461538,1.0,5,"[0.9230769230769231, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,SVM,recall,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,SVM,balanced_accuracy,0.9958333333333333,0.008333333333333305,0.9875,1.0,5,"[0.9791666666666667, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,SVM,kappa,0.9877551020408163,0.024489795918367332,0.963265306122449,1.0,5,"[0.9387755102040817, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,SVM,mcc,0.9881079886251921,0.023784022749615864,0.964323965875576,1.0,5,"[0.9405399431259603, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,SVM,training_time,0.01832408905029297,0.0004690024558646507,,,5,"[0.018793821334838867, 0.018841028213500977, 0.018426179885864258, 0.017713308334350586, 0.017846107482910156]"
WineSklearn,SMOTEENN,BalancedRF,f1,0.9833043478260869,0.02047747621500525,0.9659130434782609,1.0,5,"[1.0, 0.96, 1.0, 0.9565217391304348, 1.0]"
WineSklearn,SMOTEENN,BalancedRF,roc_auc,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,BalancedRF,precision,0.9846153846153847,0.03076923076923075,0.9538461538461538,1.0,5,"[1.0, 0.9230769230769231, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,BalancedRF,recall,0.9833333333333332,0.03333333333333335,0.95,1.0,5,"[1.0, 1.0, 1.0, 0.9166666666666666, 1.0]"
WineSklearn,SMOTEENN,BalancedRF,balanced_accuracy,0.9875,0.016666666666666684,0.9708333333333334,1.0,5,"[1.0, 0.9791666666666667, 1.0, 0.9583333333333333, 1.0]"
WineSklearn,SMOTEENN,BalancedRF,kappa,0.9748161001923876,0.03086337092416286,0.9489380964955298,1.0,5,"[1.0, 0.9387755102040817, 1.0, 0.9353049907578558, 1.0]"
WineSklearn,SMOTEENN,BalancedRF,mcc,0.975561686611892,0.029948572294553836,0.9504690825852918,1.0,5,"[1.0, 0.9405399431259603, 1.0, 0.9372684899334994, 1.0]"
WineSklearn,SMOTEENN,BalancedRF,training_time,0.17166385650634766,0.0012621441517553823,,,5,"[0.1716160774230957, 0.1728801727294922, 0.1721656322479248, 0.17238378524780273, 0.16927361488342285]"
WineSklearn,SMOTEENN,MLP,f1,0.968,0.016000000000000014,0.96,0.984,5,"[0.96, 0.96, 0.96, 0.96, 1.0]"
WineSklearn,SMOTEENN,MLP,roc_auc,0.9985809178743962,0.0017386690880299492,0.9971316425120774,1.0,5,"[1.0, 0.9965277777777778, 1.0, 0.9963768115942029, 1.0]"
WineSklearn,SMOTEENN,MLP,precision,0.9384615384615385,0.03076923076923075,0.9230769230769231,0.9692307692307693,5,"[0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 1.0]"
WineSklearn,SMOTEENN,MLP,recall,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
WineSklearn,SMOTEENN,MLP,balanced_accuracy,0.9831521739130433,0.008431214694362366,0.9786231884057972,0.991485507246377,5,"[0.9791666666666667, 0.9791666666666667, 0.9791666666666667, 0.9782608695652174, 1.0]"
WineSklearn,SMOTEENN,MLP,kappa,0.9508319135824845,0.02458675291221385,0.9382100264617392,0.9755102040816327,5,"[0.9387755102040817, 0.9387755102040817, 0.9387755102040817, 0.9378330373001776, 1.0]"
WineSklearn,SMOTEENN,MLP,mcc,0.952254074566303,0.02387544771614996,0.9400063033225644,0.9762159772503841,5,"[0.9405399431259603, 0.9405399431259603, 0.9405399431259603, 0.9396505434536336, 1.0]"
WineSklearn,SMOTEENN,MLP,training_time,0.11885457038879395,0.0026886009534009604,,,5,"[0.11858439445495605, 0.1170816421508789, 0.11725664138793945, 0.11722946166992188, 0.12412071228027344]"
CreditFraud,No_Oversampling,RandomForest,f1,0.22035573122529648,0.06486008240428422,0.15454545454545457,0.2565217391304348,5,"[0.2608695652173913, 0.25, 0.09090909090909091, 0.25, 0.25]"
CreditFraud,No_Oversampling,RandomForest,roc_auc,0.8634439743818649,0.021357531147731743,0.8458224882787444,0.8827616534740546,5,"[0.8391447368421053, 0.8986681743937681, 0.8589018720944843, 0.8459605478075134, 0.8745445407714536]"
CreditFraud,No_Oversampling,RandomForest,precision,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
CreditFraud,No_Oversampling,RandomForest,recall,0.12523809523809523,0.03890799660155333,0.08571428571428572,0.14714285714285713,5,"[0.15, 0.14285714285714285, 0.047619047619047616, 0.14285714285714285, 0.14285714285714285]"
CreditFraud,No_Oversampling,RandomForest,balanced_accuracy,0.5626190476190475,0.019453998300776636,0.5428571428571429,0.5735714285714286,5,"[0.575, 0.5714285714285714, 0.5238095238095238, 0.5714285714285714, 0.5714285714285714]"
CreditFraud,No_Oversampling,RandomForest,kappa,0.21154535191283735,0.06264500057412563,0.14793979730248633,0.2466709259471087,5,"[0.25110132158590315, 0.2400253324889171, 0.08654944051153246, 0.2400253324889171, 0.2400253324889171]"
CreditFraud,No_Oversampling,RandomForest,mcc,0.33989672938288545,0.0637181282194572,0.27532572443264314,0.3750678447182669,5,"[0.3789153285319473, 0.36929661899774635, 0.21267846138924096, 0.36929661899774635, 0.36929661899774635]"
CreditFraud,No_Oversampling,RandomForest,training_time,0.21222982406616211,0.0018406927285954404,,,5,"[0.2158370018005371, 0.21083378791809082, 0.2117750644683838, 0.2110118865966797, 0.21169137954711914]"
CreditFraud,No_Oversampling,LogisticRegression,f1,0.5101149425287356,0.05173384327847684,0.45862068965517244,0.5480459770114943,5,"[0.5, 0.5333333333333333, 0.5517241379310345, 0.41379310344827586, 0.5517241379310345]"
CreditFraud,No_Oversampling,LogisticRegression,roc_auc,0.8697202901713386,0.03692343169114395,0.8360728470252147,0.9003643673828371,5,"[0.8705263157894736, 0.8944591029023746, 0.8640532730242493, 0.9144364869958538, 0.8051262721447418]"
CreditFraud,No_Oversampling,LogisticRegression,precision,0.9027777777777779,0.09296222517045283,0.8277777777777778,0.9777777777777779,5,"[0.875, 0.8888888888888888, 1.0, 0.75, 1.0]"
CreditFraud,No_Oversampling,LogisticRegression,recall,0.3557142857142857,0.036996046856295296,0.31761904761904763,0.38095238095238093,5,"[0.35, 0.38095238095238093, 0.38095238095238093, 0.2857142857142857, 0.38095238095238093]"
CreditFraud,No_Oversampling,LogisticRegression,balanced_accuracy,0.6768024282341738,0.019363241043320677,0.6597231766751973,0.6902123382334464,5,"[0.6736842105263158, 0.6891569292624702, 0.6904761904761905, 0.6402186204297022, 0.6904761904761905]"
CreditFraud,No_Oversampling,LogisticRegression,kappa,0.4952921408273264,0.05315848945361849,0.4425133689839572,0.5343128627524599,5,"[0.4852941176470589, 0.5181552228532094, 0.5383522727272727, 0.3963068181818181, 0.5383522727272727]"
CreditFraud,No_Oversampling,LogisticRegression,mcc,0.554052169918658,0.05915008622988497,0.4975892952559276,0.599303579644708,5,"[0.5407656584091813, 0.5689470759442544, 0.6068927055698216, 0.4467627041002117, 0.6068927055698216]"
CreditFraud,No_Oversampling,LogisticRegression,training_time,0.01857724189758301,0.0005922429341720719,,,5,"[0.018680334091186523, 0.01821112632751465, 0.01969289779663086, 0.018172264099121094, 0.018129587173461914]"
CreditFraud,No_Oversampling,SVM,f1,0.5865322580645161,0.09878146767425199,0.48903225806451617,0.6530786290322581,5,"[0.4, 0.6875, 0.6, 0.6451612903225806, 0.6]"
CreditFraud,No_Oversampling,SVM,roc_auc,0.9445241996812612,0.02090895140406976,0.9270008795074759,0.96300241368593,5,"[0.9647368421052632, 0.9678351551702475, 0.9498680738786279, 0.9224776982032918, 0.9177032290488755]"
CreditFraud,No_Oversampling,SVM,precision,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
CreditFraud,No_Oversampling,SVM,recall,0.4214285714285714,0.09270439206634183,0.33095238095238094,0.49523809523809514,5,"[0.25, 0.5238095238095238, 0.42857142857142855, 0.47619047619047616, 0.42857142857142855]"
CreditFraud,No_Oversampling,SVM,balanced_accuracy,0.7107142857142857,0.046352196033170916,0.6702380952380953,0.7476190476190476,5,"[0.625, 0.7619047619047619, 0.7142857142857143, 0.7380952380952381, 0.7142857142857143]"
CreditFraud,No_Oversampling,SVM,kappa,0.5740510065299592,0.09882886426771924,0.47659533982856495,0.6494212865470156,5,"[0.3877551020408163, 0.6757983465715676, 0.5869901910170366, 0.6327212020033389, 0.5869901910170366]"
CreditFraud,No_Oversampling,SVM,mcc,0.6348242890432897,0.07672948315683811,0.5658607086893186,0.6867650693786631,5,"[0.49041444627368397, 0.7143836387765998, 0.6445295503307379, 0.6802642595046889, 0.6445295503307379]"
CreditFraud,No_Oversampling,SVM,training_time,0.16593832969665528,0.005298103961643402,,,5,"[0.1741337776184082, 0.16184782981872559, 0.16124701499938965, 0.17037105560302734, 0.16209197044372559]"
CreditFraud,No_Oversampling,BalancedRF,f1,0.05375494071146245,0.04391444873464395,0.017391304347826087,0.09011857707509881,5,"[0.0, 0.09090909090909091, 0.0, 0.08695652173913043, 0.09090909090909091]"
CreditFraud,No_Oversampling,BalancedRF,roc_auc,0.8815219050264183,0.03600072285538799,0.846933388881174,0.9069983666289735,5,"[0.8778947368421053, 0.8968463374795829, 0.9156929262470159, 0.813795702977761, 0.9033798215856264]"
CreditFraud,No_Oversampling,BalancedRF,precision,0.5,0.4472135954999579,0.1,0.9,5,"[0.0, 1.0, 0.0, 0.5, 1.0]"
CreditFraud,No_Oversampling,BalancedRF,recall,0.02857142857142857,0.023328473740792173,0.009523809523809523,0.047619047619047616,5,"[0.0, 0.047619047619047616, 0.0, 0.047619047619047616, 0.047619047619047616]"
CreditFraud,No_Oversampling,BalancedRF,balanced_accuracy,0.5140218620429702,0.011458932619928568,0.5044980525191607,0.5235456715667798,5,"[0.5, 0.5238095238095238, 0.5, 0.5224902625958034, 0.5238095238095238]"
CreditFraud,No_Oversampling,BalancedRF,kappa,0.0503284203467806,0.04119684296724403,0.015708644142167615,0.08494819655139359,5,"[0.0, 0.08654944051153246, 0.0, 0.07854322071083808, 0.08654944051153246]"
CreditFraud,No_Oversampling,BalancedRF,mcc,0.11351777954467716,0.09619018578914157,0.02844639498898078,0.19858916410037356,5,"[0.0, 0.21267846138924096, 0.0, 0.1422319749449039, 0.21267846138924096]"
CreditFraud,No_Oversampling,BalancedRF,training_time,0.20469508171081544,0.0026834605310809474,,,5,"[0.20644831657409668, 0.20716619491577148, 0.19975543022155762, 0.20609402656555176, 0.2040114402770996]"
CreditFraud,No_Oversampling,MLP,f1,0.741827541827542,0.05619396035987504,0.6922084942084942,0.7913513513513515,5,"[0.6857142857142857, 0.8, 0.7567567567567568, 0.6666666666666666, 0.8]"
CreditFraud,No_Oversampling,MLP,roc_auc,0.9384710324624226,0.030897311457818082,0.9090680791688985,0.9633892448800102,5,"[0.8926315789473684, 0.9802739037567534, 0.9523809523809524, 0.9150647066214348, 0.9520040206056037]"
CreditFraud,No_Oversampling,MLP,precision,0.8867543859649121,0.06837740398108404,0.8300000000000001,0.95,5,"[0.8, 0.8421052631578947, 0.875, 0.9166666666666666, 1.0]"
CreditFraud,No_Oversampling,MLP,recall,0.6438095238095237,0.07913363077272756,0.5807142857142858,0.7105714285714285,5,"[0.6, 0.7619047619047619, 0.6666666666666666, 0.5238095238095238, 0.6666666666666666]"
CreditFraud,No_Oversampling,MLP,balanced_accuracy,0.8195321747640868,0.0390973292206252,0.7886292247769819,0.8537127779871844,5,"[0.7960526315789473, 0.87699459731122, 0.8306948109058927, 0.7605855006910416, 0.8333333333333333]"
CreditFraud,No_Oversampling,MLP,kappa,0.7301991841349417,0.057945131770889904,0.6790677500069311,0.7809845479870658,5,"[0.6716417910447761, 0.7895013813971846, 0.7451868629671574, 0.6534341524889729, 0.791231732776618]"
CreditFraud,No_Oversampling,MLP,mcc,0.7426150777042374,0.05400442683554639,0.6948141570971875,0.7904159983112873,5,"[0.6792501192775893, 0.790596861766624, 0.7527677845376365, 0.681401381196561, 0.8090592417427759]"
CreditFraud,No_Oversampling,MLP,training_time,0.8748193264007569,0.03758618196005699,,,5,"[0.8404679298400879, 0.9378206729888916, 0.8578932285308838, 0.8410360813140869, 0.896878719329834]"
CreditFraud,RandomOver,RandomForest,f1,0.3013607873607874,0.0761175876880324,0.236013986013986,0.365994301994302,5,"[0.18181818181818182, 0.38461538461538464, 0.25, 0.37037037037037035, 0.32]"
CreditFraud,RandomOver,RandomForest,roc_auc,0.8923810548799439,0.041901455485012486,0.8533811459717896,0.9194239711250421,5,"[0.9117105263157894, 0.9048247267244628, 0.9309586631486367, 0.810905892700088, 0.9035054655107426]"
CreditFraud,RandomOver,RandomForest,precision,0.9666666666666668,0.06666666666666665,0.9,1.0,5,"[1.0, 1.0, 1.0, 0.8333333333333334, 1.0]"
CreditFraud,RandomOver,RandomForest,recall,0.1819047619047619,0.054076455491727196,0.1352380952380952,0.22857142857142856,5,"[0.1, 0.23809523809523808, 0.14285714285714285, 0.23809523809523808, 0.19047619047619047]"
CreditFraud,RandomOver,RandomForest,balanced_accuracy,0.5906885287096368,0.026767858496664944,0.5676190476190476,0.6137580098002261,5,"[0.55, 0.6190476190476191, 0.5714285714285714, 0.6177283578338987, 0.5952380952380952]"
CreditFraud,RandomOver,RandomForest,kappa,0.28999586973407954,0.0737561692220897,0.22680203071230595,0.3525806763511391,5,"[0.17431192660550443, 0.3719332679097155, 0.2400253324889171, 0.35532802427000376, 0.3083807973962571]"
CreditFraud,RandomOver,RandomForest,mcc,0.4030507765768133,0.058326716430035036,0.34566235172714876,0.4562316023097942,5,"[0.3089941535606675, 0.47796534813780617, 0.36929661899774635, 0.4320326789559947, 0.426965083231852]"
CreditFraud,RandomOver,RandomForest,training_time,0.23981008529663086,0.021420426576168623,,,5,"[0.2210850715637207, 0.21973609924316406, 0.27521777153015137, 0.22964978218078613, 0.25336170196533203]"
CreditFraud,RandomOver,LogisticRegression,f1,0.30497951188727296,0.01940507197474197,0.28941174631950733,0.32197802197802194,5,"[0.28846153846153844, 0.32142857142857145, 0.29906542056074764, 0.3333333333333333, 0.2826086956521739]"
CreditFraud,RandomOver,LogisticRegression,roc_auc,0.8675760575581434,0.03327139169113534,0.8389041138466219,0.8962433655047911,5,"[0.8528947368421053, 0.8993592159819072, 0.8374167608996105, 0.9148134187712025, 0.8333961552958914]"
CreditFraud,RandomOver,LogisticRegression,precision,0.18996396096392926,0.009583948081433627,0.18187731037387114,0.19876080303158905,5,"[0.17857142857142858, 0.1978021978021978, 0.18604651162790697, 0.20430107526881722, 0.18309859154929578]"
CreditFraud,RandomOver,LogisticRegression,recall,0.7785714285714286,0.09863007227241893,0.6952380952380952,0.8571428571428571,5,"[0.75, 0.8571428571428571, 0.7619047619047619, 0.9047619047619048, 0.6190476190476191]"
CreditFraud,RandomOver,LogisticRegression,balanced_accuracy,0.7985684527942547,0.04218119687276977,0.7573564518155547,0.8361485507965163,5,"[0.7842105263157895, 0.8322653599698454, 0.7886040959919587, 0.854755622565649, 0.7330066591280311]"
CreditFraud,RandomOver,LogisticRegression,kappa,0.24175368197452798,0.019605278549951304,0.22500873139111732,0.25802481330336,5,"[0.22594142259414218, 0.25813851334862603, 0.23445952842706952, 0.27087830383268585, 0.21935064167011642]"
CreditFraud,RandomOver,LogisticRegression,mcc,0.3235380715705012,0.03644726300470437,0.2931421667240705,0.3563050078142325,5,"[0.3041541638727984, 0.353544738821873, 0.3133629801899189, 0.3746087121254972, 0.2720197628424184]"
CreditFraud,RandomOver,LogisticRegression,training_time,0.020047378540039063,0.000562160643193457,,,5,"[0.02039647102355957, 0.020570755004882812, 0.019617319107055664, 0.020497560501098633, 0.019154787063598633]"
CreditFraud,RandomOver,SVM,f1,0.7660360360360361,0.060415196282788276,0.7033333333333333,0.8127027027027027,5,"[0.6666666666666666, 0.85, 0.8, 0.7567567567567568, 0.7567567567567568]"
CreditFraud,RandomOver,SVM,roc_auc,0.9378557343226138,0.0221717398636339,0.9212660440679534,0.9580773143280364,5,"[0.9205263157894735, 0.9748712149767559, 0.9486116346274658, 0.9124261841939942, 0.93284332202538]"
CreditFraud,RandomOver,SVM,precision,0.8665991902834008,0.01975266675891075,0.849493927125506,0.8828947368421053,5,"[0.8461538461538461, 0.8947368421052632, 0.8421052631578947, 0.875, 0.875]"
CreditFraud,RandomOver,SVM,recall,0.6909523809523809,0.08959976514384507,0.6157142857142857,0.7714285714285714,5,"[0.55, 0.8095238095238095, 0.7619047619047619, 0.6666666666666666, 0.6666666666666666]"
CreditFraud,RandomOver,SVM,balanced_accuracy,0.8425752045020202,0.04459138937244615,0.8049589342750014,0.8828119110441011,5,"[0.7723684210526316, 0.9021233823344641, 0.87699459731122, 0.8306948109058927, 0.8306948109058927]"
CreditFraud,RandomOver,SVM,kappa,0.7549995977610511,0.062255168998000494,0.698735756128389,0.803350366815596,5,"[0.6529968454258676, 0.8421260360478884, 0.7895013813971846, 0.7451868629671574, 0.7451868629671574]"
CreditFraud,RandomOver,SVM,mcc,0.7617902664387282,0.05683057776994791,0.7103875483087092,0.8116759315687669,5,"[0.6695243650797618, 0.8432945362719815, 0.790596861766624, 0.7527677845376365, 0.7527677845376365]"
CreditFraud,RandomOver,SVM,training_time,0.5110769748687745,0.023677578070407896,,,5,"[0.49883270263671875, 0.5577907562255859, 0.49900054931640625, 0.4937782287597656, 0.5059826374053955]"
CreditFraud,RandomOver,BalancedRF,f1,0.3013607873607874,0.0761175876880324,0.23316498316498319,0.36599430199430205,5,"[0.18181818181818182, 0.38461538461538464, 0.25, 0.37037037037037035, 0.32]"
CreditFraud,RandomOver,BalancedRF,roc_auc,0.8923810548799439,0.041901455485012486,0.8511933171484121,0.9205050885789671,5,"[0.9117105263157894, 0.9048247267244628, 0.9309586631486367, 0.810905892700088, 0.9035054655107426]"
CreditFraud,RandomOver,BalancedRF,precision,0.9666666666666668,0.06666666666666665,0.9,1.0,5,"[1.0, 1.0, 1.0, 0.8333333333333334, 1.0]"
CreditFraud,RandomOver,BalancedRF,recall,0.1819047619047619,0.054076455491727196,0.13523809523809524,0.22857142857142856,5,"[0.1, 0.23809523809523808, 0.14285714285714285, 0.23809523809523808, 0.19047619047619047]"
CreditFraud,RandomOver,BalancedRF,balanced_accuracy,0.5906885287096368,0.026767858496664944,0.5676190476190477,0.6137580098002261,5,"[0.55, 0.6190476190476191, 0.5714285714285714, 0.6177283578338987, 0.5952380952380952]"
CreditFraud,RandomOver,BalancedRF,kappa,0.28999586973407954,0.0737561692220897,0.2269788760430292,0.3525806763511391,5,"[0.17431192660550443, 0.3719332679097155, 0.2400253324889171, 0.35532802427000376, 0.3083807973962571]"
CreditFraud,RandomOver,BalancedRF,mcc,0.4030507765768133,0.058326716430035036,0.34566235172714876,0.44939222748389074,5,"[0.3089941535606675, 0.47796534813780617, 0.36929661899774635, 0.4320326789559947, 0.426965083231852]"
CreditFraud,RandomOver,BalancedRF,training_time,0.22362470626831055,0.0010217732561385424,,,5,"[0.22355365753173828, 0.22492432594299316, 0.2238144874572754, 0.2218010425567627, 0.2240300178527832]"
CreditFraud,RandomOver,MLP,f1,0.7601347189222486,0.0334425230036686,0.7326453388372893,0.7876240990072079,5,"[0.7368421052631579, 0.7906976744186046, 0.7894736842105263, 0.7058823529411765, 0.7777777777777778]"
CreditFraud,RandomOver,MLP,roc_auc,0.9421077628107207,0.028025390896498133,0.9172894902163058,0.9652468903128533,5,"[0.9057894736842106, 0.9812790551576831, 0.954391255182812, 0.9144364869958537, 0.9546425430330443]"
CreditFraud,RandomOver,MLP,precision,0.8578536496183556,0.06958465151862875,0.7976574569221627,0.9190346907993966,5,"[0.7777777777777778, 0.7727272727272727, 0.8823529411764706, 0.9230769230769231, 0.9333333333333333]"
CreditFraud,RandomOver,MLP,recall,0.6923809523809523,0.07687785169756407,0.6257142857142857,0.759047619047619,5,"[0.7, 0.8095238095238095, 0.7142857142857143, 0.5714285714285714, 0.6666666666666666]"
CreditFraud,RandomOver,MLP,balanced_accuracy,0.8427631744268321,0.03669758289003625,0.8104364126014243,0.8762030405829879,5,"[0.8447368421052631, 0.8981655986933033, 0.8545043347154165, 0.7843950245005653, 0.832014072119613]"
CreditFraud,RandomOver,MLP,kappa,0.7485721317595819,0.03420166990669076,0.7166627750012988,0.7766871467994256,5,"[0.7237569060773481, 0.7788154337675104, 0.779097059229601, 0.6935805117205454, 0.7676107480029049]"
CreditFraud,RandomOver,MLP,mcc,0.756551791976524,0.02993063394976299,0.7301263774632738,0.7810860938864213,5,"[0.7248640426635816, 0.7790507359515589, 0.7838932959083261, 0.7154084796468171, 0.7795424057123362]"
CreditFraud,RandomOver,MLP,training_time,0.9085816383361817,0.02106477383371141,,,5,"[0.884467363357544, 0.9434928894042969, 0.9152264595031738, 0.910398006439209, 0.8893234729766846]"
CreditFraud,SMOTE,RandomForest,f1,0.5524695039306045,0.07143789357733038,0.49146110056926,0.6139495798319328,5,"[0.5161290322580645, 0.6285714285714286, 0.47058823529411764, 0.5, 0.6470588235294118]"
CreditFraud,SMOTE,RandomForest,roc_auc,0.8936893420887309,0.02830861238967558,0.8696410948214863,0.9177375893559756,5,"[0.9063157894736841, 0.9290740042718934, 0.9121120743812036, 0.8555094861163461, 0.8654353562005276]"
CreditFraud,SMOTE,RandomForest,precision,0.714905094905095,0.09539459231730583,0.6316083916083917,0.7978121878121879,5,"[0.7272727272727273, 0.7857142857142857, 0.6153846153846154, 0.6, 0.8461538461538461]"
CreditFraud,SMOTE,RandomForest,recall,0.4514285714285714,0.06101187572589322,0.3980952380952381,0.4991904761904761,5,"[0.4, 0.5238095238095238, 0.38095238095238093, 0.42857142857142855, 0.5238095238095238]"
